StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Q119,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q115,Q116,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q117,Q139,Q140,Q141,Q142,Q143,Q144,Q145,Q146,Q118,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q164_1,Q164_2,Q164_3,Q164_4,Q164_5,Q164_6,Q164_7,Q164_8,Q164_9,Q164_10,Q164_11,Q164_12,Q164_13,Q164_14,Q164_15,Q164_16,Q164_17,Q164_18,Q164_19,Q164_20,Q164_21,Q164_22,Q164_23,Q164_24,Q164_25,Q164_26,Q164_27,Q164_28,Q166_1,Q166_2,Q166_3,Q166_4,Q166_5,Q166_6,Q166_7,Q166_8,Q166_9,Q166_10,Q166_11,Q166_12,Q166_13,MFQ1_1,MFQ1_2,MFQ1_3,MFQ1_4,MFQ1_5,MFQ1_6,MFQ1_7,MFQ1_8,MFQ1_9,MFQ1_10,MFQ1_11,MFQ1_12,MFQ1_13,MFQ1_14,MFQ1_15,MFQ1_16,MFQ2_1,MFQ2_2,MFQ2_3,MFQ2_4,MFQ2_5,MFQ2_6,MFQ2_7,MFQ2_8,MFQ2_9,MFQ2_10,MFQ2_11,MFQ2_12,MFQ2_13,MFQ2_14,MFQ2_15,MFQ2_16,GeneralGMQ_1,GeneralGMQ_2,GeneralGMQ_3,GeneralGMQ_4,GeneralGMQ_5,GeneralGMQ_6,MDis_1,MDis_2,MDis_3,MDis_4,MDis_5,MDis_6,MDis_7,MDis_8,MoralGMQ_1,MoralGMQ_2,MoralGMQ_3,MoralGMQ_4,MoralGMQ_5,MoralGMQ_6,Q67_1,Q67_2,Q67_3,Q67_4,Q67_5,Q67_6,Q67_7,Q67_8,Q67_9,Q67_10,Q67_11,Q67_12,Q67_13,Q67_14,Q67_15,Q67_16,Q67_17,Q67_18,Q67_19,Q67_20,Q67_21,Q67_22,Q67_23,Q67_24,Q67_25,Q67_26,Q67_27,Q67_28,Q67_29,Q67_30,Q67_31,Q67_32,Q67_33,Q67_34,Q67_35,Q67_36,Q67_37,Q67_38,Q67_39,Q67_40,Q67_41,Q67_42,Q67_43,Q67_44,Q67_45,Q67_46,Q67_47,Q67_48,Q67_49,Q67_50,Q67_51,Q67_52,Q67_53,Q67_54,Q67_55,Q67_56,Q67_57,Q67_58,Q67_59,Q67_60,Q67_61,Q67_62,Q67_63,Q67_64,Q67_65,Q67_66,Q67_67,Q67_68,Q67_69,Q67_70,Q67_71,Q67_72,Q64_1,Q64_2,Q64_3,Q64_4,Q64_5,Q64_6,Q64_7,Q64_8,Q64_9,Q64_10,Q64_11,Q64_12,Q64_13,Q64_14,Q64_15,Q64_16,Q64_17,Q64_18,Q64_19,Q64_20,Q64_21,Q64_22,Q64_23,Q64_24,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q68_11,Q68_12,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Q69_21,Q69_22,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q72_1_1,Q72_2_1,Q72_3_1,Q72_4_1,Q72_5_1,Q72_6_1,Q72_7_1,Q72_8_1,Q72_9_1,Q72_10_1,Q72_11_1,Q72_12_1,Q74_1,Q74_2,Q74_3,Q74_4,Q74_5,Q74_6,Q74_7,Q74_8,Q74_9,Age,Sex,Hispanic,Eth,Eth_6_TEXT,Edu,State,Religion,Pol
4/2/19 18:08,4/2/19 18:18,0,100,621,1,4/2/19 18:18,,,,,anonymous,EN,1,1,2,3,3,2,2,2,2,3,1,1,3,3,2,2,2,3,3,6,1,3,3,3,2,3,3,2,3,2,3,1,1,1,1,3,3,3,3,3,4,2,4,3,3,4,3,3,4,3,3,3,4,2,4,3,4,4,4,3,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,2,1,1,4,4,4,1,1,1,1,1,1,1,1,6,6,6,6,6,6,4,4,5,5,5,5,4,5,4,4,5,5,5,4,5,4,4,5,4,5,4,4,4,5,6,6,4,6,5,5,4,6,5,4,5,6,4,4,6,4,4,5,4,5,4,6,5,4,6,6,5,6,4,5,6,5,4,6,4,4,5,5,4,5,4,5,5,4,6,5,4,5,5,5,5,5,4,5,4,5,4,6,5,4,5,4,5,4,5,4,5,5,4,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,3,1,2,2,1,3,2,3,1,6,2,3,3,3,2,2,2,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,19,1,2,1,,2,Alabama,3,2
4/2/19 17:52,4/2/19 18:32,0,100,2397,1,4/2/19 18:32,,,,,anonymous,EN,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,6,1,1,1,1,3,3,2,2,3,3,3,3,3,3,3,3,2,2,4,1,2,4,2,2,5,4,3,4,1,5,2,2,2,4,1,5,3,5,4,3,1,4,4,1,4,5,4,4,1,2,4,5,1,1,2,1,1,1,3,4,3,4,6,1,4,6,4,2,5,6,6,4,5,6,6,4,5,6,4,6,4,5,5,4,5,2,2,2,3,5,2,2,2,5,5,5,2,1,3,2,1,2,1,3,3,3,4,2,4,5,3,5,7,7,6,5,7,7,3,5,6,7,5,7,5,7,7,7,6,3,7,5,7,6,3,5,7,7,6,5,6,7,3,3,6,6,5,7,5,7,7,7,5,3,7,5,7,5,3,5,7,7,6,5,7,7,3,5,6,6,5,6,5,7,7,7,3,3,7,5,7,5,3,5,6,7,7,5,5,7,3,3,6,6,5,6,5,7,7,7,3,3,6,5,7,5,3,3,2,3,4,4,5,3,5,4,5,5,2,1,2,2,6,6,1,2,1,1,6,1,2,2,2,1,1,1,1,2,1,1,4,3,4,4,5,1,,,,,,,,3,,2,,5,4,2,5,5,4,5,5,4,19,1,2,1,,3,Alabama,3,2
4/2/19 19:07,4/2/19 19:16,0,100,511,1,4/2/19 19:16,,,,,anonymous,EN,1,1,1,3,2,1,3,1,3,2,3,2,1,3,2,2,3,1,2,5,3,2,3,1,3,3,3,2,2,1,3,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,18,1,2,1,,3,virginia,10,2
4/2/19 19:08,4/2/19 19:38,0,100,1786,1,4/2/19 19:38,,,,,anonymous,EN,1,1,3,3,3,2,1,1,1,1,3,2,3,1,3,2,3,3,3,6,3,3,3,3,3,3,3,3,1,2,3,1,2,2,2,2,2,5,5,4,1,4,5,2,4,5,5,3,1,1,1,3,5,5,2,1,5,4,5,5,4,2,5,4,3,5,5,5,1,1,5,5,3,2,5,1,5,5,5,5,2,4,5,1,2,4,5,3,4,5,2,3,4,2,6,6,1,3,6,6,6,6,5,3,5,6,5,5,6,5,1,2,3,6,6,6,1,1,4,4,1,1,1,1,2,1,6,1,6,6,2,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,5,5,5,5,1,2,3,5,4,2,4,5,4,2,5,5,5,5,2,3,5,5,4,2,5,4,5,3,3,4,2,3,3,3,4,5,5,5,5,5,5,5,2,3,4,4,3,2,5,4,5,2,1,3,2,4,3,2,4,5,4,3,5,4,5,5,4,4,5,4,3,2,5,4,5,3,3,2,1,1,5,5,5,3,2,2,3,5,6,2,3,3,3,1,1,6,1,1,3,6,3,1,3,3,1,1,3,1,1,2,1,5,5,5,2,,,,1,,,,2,,,3,,5,5,4,2,3,5,3,5,5,18,2,2,2,,2,Alabama,1,1
4/2/19 19:17,4/2/19 20:15,0,100,3505,1,4/2/19 20:15,,,,,anonymous,EN,1,1,3,3,3,2,3,1,3,1,3,2,3,2,3,1,3,2,3,6,2,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,3,5,4,3,3,2,4,1,4,4,3,5,3,2,1,2,4,4,2,4,4,5,4,5,3,3,2,3,2,5,5,5,1,5,5,5,3,4,4,3,3,4,5,5,5,5,5,2,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,2,3,5,4,2,5,4,2,2,5,2,4,5,3,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,3,4,4,4,4,6,6,6,6,6,6,6,1,1,1,6,1,2,6,6,6,6,6,2,2,2,2,2,3,4,4,4,,,,,,,3,,2,,1,,5,5,5,5,5,5,5,5,5,18,2,2,1,,2,New Jersey,3,2
4/2/19 20:26,4/2/19 20:42,0,100,906,1,4/2/19 20:42,,,,,anonymous,EN,1,1,2,3,3,1,3,2,3,2,1,3,3,2,3,1,2,2,2,4,1,2,3,1,1,2,1,3,1,2,3,1,1,2,3,2,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,4,5,1,5,5,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,4,6,4,5,6,1,1,1,1,1,1,1,1,3,2,6,1,6,6,5,6,5,6,6,7,6,7,6,5,7,7,5,6,7,7,5,6,6,7,7,5,6,7,7,6,7,6,6,7,7,7,7,6,5,7,7,7,7,6,5,5,6,6,7,7,7,4,5,5,7,7,6,6,6,6,7,7,6,5,6,7,5,7,7,6,7,7,7,7,7,7,3,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,,3,,1,2,,,,,,,,6,6,6,6,6,6,6,6,6,18,2,2,1,,3,Alabama ,8,2
4/2/19 20:31,4/2/19 21:12,0,100,2451,1,4/2/19 21:12,,,,,anonymous,EN,1,1,3,1,3,3,3,1,3,1,3,3,3,2,2,1,3,3,2,6,3,1,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,5,5,1,1,5,1,2,5,5,4,5,2,4,1,1,5,1,1,4,5,1,5,5,2,5,5,1,5,5,5,4,1,1,5,5,3,3,4,3,3,2,6,4,1,1,6,1,5,5,2,4,4,4,2,4,4,6,5,6,6,6,5,6,2,5,6,4,5,6,1,4,1,6,2,2,2,4,5,5,2,2,4,2,1,1,6,2,1,1,6,1,6,6,6,6,6,7,5,6,6,5,6,7,7,6,4,6,6,5,6,6,6,5,6,6,6,7,6,6,6,3,4,3,3,2,5,6,5,4,6,4,6,3,5,5,3,5,6,6,6,7,7,7,3,7,7,7,6,4,7,7,7,7,7,4,3,1,6,6,6,5,4,6,7,7,6,6,5,6,6,5,5,3,6,7,7,5,6,6,6,2,5,5,3,5,4,4,6,6,1,4,1,5,4,3,4,2,4,4,4,4,2,2,6,2,3,1,1,2,1,2,6,2,6,2,6,2,1,1,6,6,3,6,2,4,4,5,5,3,3,3,3,3,2,3,2,1,2,2,1,5,4,4,4,3,4,2,2,3,19,1,2,1,,3,Kansas,3,3
4/2/19 20:26,4/2/19 22:36,0,100,7785,1,4/2/19 22:36,,,,,anonymous,EN,1,3,3,3,2,2,1,2,3,1,1,3,3,1,3,3,3,3,2,6,3,1,2,1,3,3,3,3,2,3,2,3,3,3,3,2,2,2,4,3,1,3,3,2,4,4,4,4,5,3,4,3,1,4,1,3,3,3,5,2,3,4,1,3,4,5,5,5,1,1,5,5,4,3,4,3,3,4,5,5,4,4,4,5,3,4,3,2,3,3,3,3,4,3,6,5,2,6,3,6,6,5,4,4,4,5,5,6,5,6,2,1,1,5,5,5,2,1,2,1,1,1,2,3,3,3,5,2,5,5,6,6,4,5,5,4,5,6,4,7,5,5,6,6,6,7,6,5,6,6,6,6,6,7,6,6,5,5,6,5,5,6,5,7,7,5,6,6,7,6,5,5,6,6,6,6,5,7,6,5,5,6,5,5,6,7,5,7,7,6,6,6,6,7,6,5,5,5,6,7,7,7,6,5,6,6,6,6,5,6,4,7,6,5,5,5,6,5,5,5,6,6,5,7,7,7,3,4,3,5,4,5,5,4,4,3,3,5,3,6,3,6,3,3,1,2,1,1,3,1,6,3,3,2,1,1,1,2,1,2,3,5,5,5,5,3,2,3,3,3,3,2,3,3,3,3,3,4,5,5,5,5,5,5,5,3,19,2,2,1,,3,Alabama,8,2
4/2/19 22:41,4/2/19 23:08,0,100,1618,1,4/2/19 23:08,,,,,anonymous,EN,1,1,3,3,3,2,1,1,1,1,3,3,3,2,3,3,3,3,3,5,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,5,3,1,3,3,2,4,4,5,3,2,3,1,4,5,5,2,4,5,3,5,3,3,3,4,4,4,5,5,5,1,1,5,5,4,2,4,2,4,4,5,4,4,5,5,2,5,4,4,4,5,5,5,5,4,6,6,6,2,6,5,6,6,5,5,1,5,6,6,5,5,6,1,1,1,6,6,6,2,1,2,3,2,2,3,1,2,2,6,2,6,5,4,4,6,7,4,7,7,7,4,7,7,5,5,5,7,7,7,5,5,5,7,5,7,3,3,5,5,5,5,7,7,7,4,7,7,5,5,5,7,7,7,5,5,5,7,5,7,3,5,5,3,7,7,7,7,7,5,7,7,5,7,7,7,7,5,5,5,4,6,6,6,4,4,4,7,7,7,6,7,6,6,7,7,6,5,4,7,7,6,6,5,5,7,3,7,3,2,3,3,4,5,4,4,2,5,4,4,5,3,3,2,2,3,3,6,1,2,2,3,2,3,6,3,2,6,3,1,2,2,6,2,5,4,5,5,,,,1,2,,,,,,3,,4,4,3,4,3,4,5,5,3,19,2,2,1,,2,AL,1,6
4/2/19 23:23,4/2/19 23:55,0,100,1895,1,4/2/19 23:55,,,,,anonymous,EN,1,1,3,3,3,2,3,1,1,1,2,3,3,3,3,1,3,3,3,4,3,3,2,3,3,3,2,3,1,3,2,2,2,3,3,3,2,5,4,2,4,2,1,2,4,5,4,5,3,4,2,2,3,5,2,4,3,5,2,2,1,4,4,1,4,5,5,5,1,1,5,5,3,4,4,2,4,5,6,6,4,6,5,2,3,4,2,4,4,4,5,4,5,1,5,5,3,6,5,6,6,5,2,4,5,4,2,4,4,2,4,5,5,2,2,1,3,2,1,3,2,1,2,3,3,3,4,3,4,5,2,5,6,7,6,6,7,5,5,5,6,7,5,3,7,4,3,3,4,3,6,5,7,2,3,6,7,7,6,6,7,5,5,3,6,7,5,4,7,5,3,3,3,3,6,3,7,2,2,6,7,7,6,6,7,5,5,5,6,7,6,5,7,5,3,2,3,5,5,5,7,2,3,5,6,6,7,7,7,5,3,3,6,7,5,5,6,4,5,2,2,2,7,3,6,1,5,4,5,4,5,5,5,4,4,4,4,5,3,6,3,2,6,3,1,2,1,2,6,2,6,3,3,1,1,6,1,2,1,1,4,4,5,5,3,1,,,,,,,2,,,3,,4,5,5,4,5,5,2,1,5,18,2,2,1,,2,Texas,3,1
4/2/19 23:52,4/3/19 0:23,0,100,1882,1,4/3/19 0:23,,,,,anonymous,EN,1,1,3,3,3,3,1,1,1,1,2,1,3,3,1,3,3,2,2,6,1,3,1,1,2,3,3,3,2,3,1,3,2,3,3,2,2,4,4,3,2,4,3,2,4,4,4,4,2,2,2,3,4,3,2,4,4,3,4,4,2,3,4,3,3,5,5,4,1,1,4,5,3,3,4,4,4,4,5,4,3,4,5,1,3,5,4,4,3,5,5,4,4,5,5,5,5,6,4,6,3,4,5,5,4,3,3,3,4,5,4,4,5,3,3,3,2,2,2,2,2,2,2,2,3,3,5,2,5,5,2,5,5,6,5,5,6,5,5,7,6,5,4,5,6,6,5,4,5,3,5,6,3,7,2,6,5,6,5,5,6,5,5,7,5,6,6,6,6,5,5,5,3,4,6,5,6,7,4,5,6,6,5,7,6,5,5,7,6,6,6,5,6,5,5,5,5,5,6,6,6,7,3,6,5,6,5,5,6,5,6,7,5,6,5,5,6,5,5,5,3,4,6,5,6,7,4,5,4,5,4,4,4,4,4,4,5,5,2,2,6,2,6,6,1,2,1,1,6,2,6,6,6,6,1,2,2,1,1,1,2,4,4,4,3,,3,2,,,,,,,1,,,5,5,4,5,5,5,5,5,5,19,2,2,1,,3,Alabama,2,2
4/3/19 8:26,4/3/19 8:50,0,100,1409,1,4/3/19 8:50,,,,,anonymous,EN,1,1,3,1,3,2,1,1,3,1,1,1,3,3,1,3,1,2,3,6,3,1,3,1,3,3,3,3,3,1,3,3,1,3,3,3,3,4,4,2,3,4,4,4,5,5,2,5,4,3,4,4,5,2,4,4,4,4,4,4,2,4,4,5,4,5,5,5,2,1,4,4,4,4,5,5,5,5,5,6,4,6,5,5,6,5,5,6,4,6,5,4,4,5,5,5,2,4,4,6,3,4,4,3,5,4,4,4,3,4,2,2,2,4,5,5,2,2,3,4,3,3,3,2,3,3,4,2,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,7,6,5,5,6,6,5,7,5,5,6,5,4,4,4,3,4,4,3,4,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,5,5,5,5,,2,,1,3,,,,,,,,4,4,4,4,4,5,5,4,4,20,1,2,2,,3,Texas,1,6
4/3/19 8:25,4/3/19 9:01,0,100,2185,1,4/3/19 9:01,,,,,anonymous,EN,1,1,3,3,3,2,3,1,1,1,3,3,2,2,2,2,2,3,3,4,3,3,2,2,2,3,2,2,1,3,2,2,2,2,2,3,2,3,4,3,1,4,2,2,4,4,4,4,2,3,2,4,4,3,1,2,3,3,4,3,2,2,5,2,2,5,4,2,1,1,3,4,2,2,2,1,3,2,6,5,4,6,5,1,3,6,5,2,5,6,6,4,4,2,5,6,5,6,5,6,5,5,3,4,3,5,3,2,2,3,1,1,3,4,4,5,1,2,3,2,1,1,1,2,2,2,5,2,4,5,2,3,6,4,5,4,5,6,6,6,6,5,4,7,5,6,5,5,6,5,6,5,7,4,1,3,4,4,5,4,7,6,7,5,5,5,4,5,4,5,5,4,5,5,6,4,7,3,2,3,4,4,5,4,5,6,5,6,6,6,4,7,5,6,6,5,5,5,7,5,7,3,1,2,3,4,5,4,6,5,6,5,6,6,3,6,4,6,6,5,5,6,5,5,7,3,2,1,2,2,3,3,4,2,3,4,4,5,1,1,6,1,3,2,1,6,1,1,3,1,2,2,2,1,1,1,1,2,1,1,2,3,3,3,3,,,,3,,,,2,,1,,,4,4,3,2,2,5,5,4,2,18,2,2,1,,3,Maryland,8,3
4/3/19 9:37,4/3/19 9:45,0,100,470,1,4/3/19 9:45,,,,,anonymous,EN,1,2,1,1,1,3,2,2,2,3,2,3,1,3,1,3,3,1,1,5,2,2,3,1,3,2,3,1,3,1,2,2,3,3,1,1,2,2,3,3,2,3,2,2,2,3,3,4,2,3,2,2,3,4,2,3,2,4,2,4,3,2,3,3,3,3,4,3,4,2,2,3,3,4,3,3,4,3,2,3,3,2,4,3,2,3,3,2,3,3,2,3,3,3,2,3,3,2,2,3,2,2,3,3,4,2,2,3,3,4,2,3,3,5,4,4,4,3,4,5,5,6,4,5,4,3,5,4,5,5,4,4,3,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,4,5,4,5,5,4,5,4,4,4,5,5,4,4,3,4,4,3,4,5,4,4,4,4,4,5,5,4,5,5,4,5,5,5,4,5,4,3,3,4,4,4,5,4,3,3,5,5,4,3,4,4,3,4,2,3,2,3,2,1,2,4,2,3,2,3,2,3,2,3,1,2,2,3,2,2,3,2,2,3,2,3,4,3,2,3,2,3,2,4,6,6,3,6,3,2,6,2,6,3,2,6,2,6,2,6,2,6,2,1,3,2,3,2,3,4,2,1,2,,,,,,,,,3,,5,4,3,3,4,4,3,4,4,19,2,2,2,,3,North Carolina,1,1
4/3/19 10:08,4/3/19 10:49,0,100,2489,1,4/3/19 10:49,,,,,anonymous,EN,1,3,3,2,3,2,3,1,1,2,1,1,3,1,1,1,1,2,1,4,3,1,3,1,2,3,3,3,2,2,3,1,1,3,2,3,1,4,5,2,1,5,5,1,5,5,5,5,2,2,2,4,5,5,2,5,5,5,5,5,3,5,5,5,5,5,5,5,1,1,5,5,5,3,2,2,4,4,6,6,3,4,2,1,5,4,3,2,3,5,4,5,2,6,6,4,3,5,5,5,6,4,6,5,4,6,4,4,5,4,2,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,6,6,7,3,4,5,3,6,5,7,5,7,6,4,7,6,6,7,5,6,4,5,7,6,7,5,3,5,3,5,4,6,4,6,5,7,6,4,7,6,6,7,4,4,3,4,7,6,7,4,6,5,5,6,5,6,5,7,6,7,7,5,7,6,7,6,5,5,5,5,7,6,7,5,6,6,6,6,5,7,4,7,4,7,6,3,6,6,6,7,3,2,3,5,6,6,7,7,3,3,3,3,5,5,5,2,5,5,5,5,2,2,6,6,3,3,1,1,1,1,3,2,6,1,3,2,6,1,2,1,1,1,1,5,5,5,5,3,,,,,,,,1,,2,,6,6,5,4,6,6,6,5,5,19,2,2,1,,2,Missouri,8,2
4/3/19 10:21,4/3/19 10:58,0,100,2233,1,4/3/19 10:58,,,,,anonymous,EN,1,1,3,3,3,3,3,1,3,1,1,1,1,1,1,1,3,1,1,4,2,1,3,1,3,3,3,3,1,1,1,1,1,2,2,2,3,3,4,4,2,3,5,3,4,4,1,4,3,1,1,5,4,4,1,3,4,4,4,4,5,1,4,3,5,5,5,1,1,1,5,5,3,4,5,1,5,5,6,6,4,6,6,2,3,3,3,3,2,5,6,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,6,5,1,1,1,6,6,6,4,1,4,6,5,1,2,5,1,1,6,1,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,1,1,2,6,1,4,5,5,5,5,123,123,,123,,,,123,123,123,123,,5,5,5,5,5,5,5,5,5,20,2,2,2,,3,Alabama,8,1
4/3/19 10:45,4/3/19 10:59,0,100,806,1,4/3/19 10:59,,,,,anonymous,EN,1,3,3,3,1,1,3,2,3,2,3,3,1,3,1,3,1,2,2,4,3,3,1,3,3,1,3,2,2,3,3,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,3,2,3,3,3,3,3,2,1,3,2,1,5,5,5,5,5,5,5,5,5,19,2,2,1,,2,Ohio,3,2
4/3/19 11:24,4/3/19 11:48,0,100,1410,1,4/3/19 11:48,,,,,anonymous,EN,1,1,3,3,3,2,1,1,1,1,3,3,3,3,2,3,1,3,3,6,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,2,3,5,1,1,4,2,1,5,5,3,4,1,2,1,1,3,4,1,4,5,4,4,4,1,4,4,1,4,5,4,4,1,1,4,4,1,2,3,3,4,4,4,4,4,4,5,1,4,5,3,3,5,6,6,4,4,5,4,6,5,6,4,6,5,5,3,2,5,3,1,2,5,4,1,1,1,5,5,5,2,1,3,3,1,1,1,1,5,5,3,1,3,3,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,3,3,4,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,5,3,5,5,3,3,4,4,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,6,1,3,2,3,3,6,6,2,1,3,2,3,6,3,1,1,1,3,3,3,6,3,4,5,5,5,1,3,,2,,,,,,,,,5,5,5,5,5,6,5,5,4,18,2,2,1,,3,Tennessee,2,6
4/3/19 11:21,4/3/19 12:16,0,100,3286,1,4/3/19 12:16,,,,,anonymous,EN,1,1,3,3,3,3,1,1,3,1,1,1,3,1,3,3,3,3,3,5,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,5,3,1,2,3,4,3,1,2,1,3,5,4,1,3,3,3,3,4,1,2,4,1,2,5,4,3,1,1,4,4,2,2,3,2,3,4,5,4,4,4,4,1,3,4,3,2,2,3,5,2,3,4,5,5,6,6,4,6,6,5,5,2,3,5,4,4,6,5,4,2,4,5,4,5,2,2,3,5,2,6,5,4,2,3,4,2,4,4,4,5,6,5,5,6,7,6,6,6,7,6,5,6,7,6,5,4,4,4,5,6,6,7,5,6,7,6,5,6,7,5,6,5,6,7,6,6,6,5,5,4,4,4,5,6,6,5,6,5,5,5,5,6,6,6,7,5,6,7,5,5,6,5,5,5,5,5,6,5,7,1,5,6,6,6,5,6,6,5,5,6,7,7,6,5,7,5,5,5,5,4,5,4,5,4,3,3,4,4,5,5,4,4,3,3,4,4,6,2,6,2,6,3,1,2,1,1,3,2,2,6,3,2,2,2,1,1,2,2,2,4,4,5,3,,,1,2,,,,,,,3,,4,6,5,6,6,5,5,6,5,19,2,2,1,,2,Mississippi,1,6
